recording_id,participant_id,sentence_id,sentence_text,sentiment,dataset_split,duration_seconds,audio_path,created_at
9373e57e-2b36-4130-8a18-fa145a20739a,b6e70980-3bd2-4b2e-a051-4515ff9db723,8e70643f-f0f2-4a4f-9f28-7015af0b1593,"This has been a long week.",NEUTRAL,train,2.82,train/NEUTRAL/Paoli_20260920_211654/9373e57e-2b36-4130-8a18-fa145a20739a.webm,2026-09-20T19:20:45.490475+00:00
7f4dfc85-5b3c-47a9-80fa-5a47fc8a357a,6342f322-6c74-4968-afe1-84d78f2790b6,4d58616d-4e77-4fdd-babb-7cc22d706c73,"This is my favorite part.",NEUTRAL,test,4.08,test/NEUTRAL/Matteo_20260920_211600/7f4dfc85-5b3c-47a9-80fa-5a47fc8a357a.webm,2026-09-20T19:20:41.484845+00:00
e2af3752-7a84-4d97-85c2-44fc1a2359fc,6342f322-6c74-4968-afe1-84d78f2790b6,2b38d84b-b38c-43e4-8f1e-1ae85cfc23fa,"I have no idea what you mean.",NEGATIVE,test,3.84,test/NEGATIVE/Matteo_20260920_211600/e2af3752-7a84-4d97-85c2-44fc1a2359fc.webm,2026-09-20T19:20:31.638164+00:00
52e847a3-2bbe-4493-8e20-a11889f5d798,784e4cee-88a3-4a4e-b852-a53d56234c30,d117d5e6-03e7-4075-99c1-4828cbd526ae,"Are you serious?",NEGATIVE,train,3.63,train/NEGATIVE/Isinsu_Yurdunusever_20260920_211359/52e847a3-2bbe-4493-8e20-a11889f5d798.m4a,2026-09-20T19:20:30.704736+00:00
4dc9700b-3c94-4c7c-9f69-3db0c5481de5,b6e70980-3bd2-4b2e-a051-4515ff9db723,3319a236-7fcf-4213-9e6f-e95671495850,"That's exactly what I wanted.",POSITIVE,train,3.24,train/POSITIVE/Paoli_20260920_211654/4dc9700b-3c94-4c7c-9f69-3db0c5481de5.webm,2026-09-20T19:20:23.766011+00:00
7a9f9a25-7916-4b37-bee7-b4b91a0a6a09,784e4cee-88a3-4a4e-b852-a53d56234c30,ffe5be3d-4a85-4a06-8668-a71f46b5343e,"This is going to take a while.",NEUTRAL,train,3.62,train/NEUTRAL/Isinsu_Yurdunusever_20260920_211359/7a9f9a25-7916-4b37-bee7-b4b91a0a6a09.m4a,2026-09-20T19:20:19.349127+00:00
a09ad786-7593-4f42-9595-c38b0701a5a7,6342f322-6c74-4968-afe1-84d78f2790b6,5beb1685-bc33-40f2-a7bd-8907925bc6cd,"Honestly, I expected more.",POSITIVE,test,3.97,test/POSITIVE/Matteo_20260920_211600/a09ad786-7593-4f42-9595-c38b0701a5a7.webm,2026-09-20T19:20:16.271179+00:00
8a243e58-0f01-488e-ab3f-12afbececdbd,b6e70980-3bd2-4b2e-a051-4515ff9db723,2cd831eb-1237-4064-9382-e1b269fc210b,"That worked out better than I hoped.",NEUTRAL,train,3.53,train/NEUTRAL/Paoli_20260920_211654/8a243e58-0f01-488e-ab3f-12afbececdbd.webm,2026-09-20T19:20:05.501632+00:00
85a1e718-d766-4609-b9c1-7bdb53048a2d,6342f322-6c74-4968-afe1-84d78f2790b6,8d95f679-42eb-4350-8d6e-42d54647b052,"Thanks for helping me.",NEGATIVE,test,4.61,test/NEGATIVE/Matteo_20260920_211600/85a1e718-d766-4609-b9c1-7bdb53048a2d.webm,2026-09-20T19:20:00.134672+00:00
7f9bec63-bc76-4311-9c3c-b849d952114b,784e4cee-88a3-4a4e-b852-a53d56234c30,2cd831eb-1237-4064-9382-e1b269fc210b,"That worked out better than I hoped.",POSITIVE,train,3.5,train/POSITIVE/Isinsu_Yurdunusever_20260920_211359/7f9bec63-bc76-4311-9c3c-b849d952114b.m4a,2026-09-20T19:19:57.698005+00:00
77aa59ec-e648-49c3-b795-cca91749d546,b6e70980-3bd2-4b2e-a051-4515ff9db723,5beb1685-bc33-40f2-a7bd-8907925bc6cd,"Honestly, I expected more.",POSITIVE,train,3.21,train/POSITIVE/Paoli_20260920_211654/77aa59ec-e648-49c3-b795-cca91749d546.webm,2026-09-20T19:19:53.876654+00:00
38e5dbf5-ec0d-41be-9d5c-d9724c4263f9,6342f322-6c74-4968-afe1-84d78f2790b6,7727e50b-febf-427d-9ccf-72823da38f2c,"I told you this would happen.",NEUTRAL,test,4.41,test/NEUTRAL/Matteo_20260920_211600/38e5dbf5-ec0d-41be-9d5c-d9724c4263f9.webm,2026-09-20T19:19:48.816001+00:00
f2a8305f-0f95-4abf-bc5b-42c032d9bc15,b6e70980-3bd2-4b2e-a051-4515ff9db723,455eebd1-d2a7-43eb-8ea6-eb6a21af9f6a,"I really appreciate your time.",NEUTRAL,train,2.75,train/NEUTRAL/Paoli_20260920_211654/f2a8305f-0f95-4abf-bc5b-42c032d9bc15.webm,2026-09-20T19:19:41.847083+00:00
812704c7-a397-429a-875b-01b03473a041,784e4cee-88a3-4a4e-b852-a53d56234c30,6615aa6e-c558-4717-8b99-031cd3413203,"Could you repeat that, please?",NEUTRAL,train,3.87,train/NEUTRAL/Isinsu_Yurdunusever_20260920_211359/812704c7-a397-429a-875b-01b03473a041.m4a,2026-09-20T19:19:38.229645+00:00
49a1b8aa-ebb2-4fc4-a999-c68be604a261,6342f322-6c74-4968-afe1-84d78f2790b6,a23c8abc-715c-4b4a-8b1a-1ac24b36841e,"Okay, I'll do it.",POSITIVE,test,3.52,test/POSITIVE/Matteo_20260920_211600/49a1b8aa-ebb2-4fc4-a999-c68be604a261.webm,2026-09-20T19:19:36.492246+00:00
e6c58546-c6dd-4e1c-aa33-179b598c1a01,b6e70980-3bd2-4b2e-a051-4515ff9db723,d94b4ec3-3756-4f26-a052-6c12aa719b82,"Nothing ever goes as planned.",NEGATIVE,train,3.08,train/NEGATIVE/Paoli_20260920_211654/e6c58546-c6dd-4e1c-aa33-179b598c1a01.webm,2026-09-20T19:19:30.917424+00:00
5f35d260-5409-4863-a75b-d5596cd0844c,6342f322-6c74-4968-afe1-84d78f2790b6,a5e69049-86b6-4985-bf13-c8a7df6aef26,"That is completely unacceptable.",NEUTRAL,test,4.85,test/NEUTRAL/Matteo_20260920_211600/5f35d260-5409-4863-a75b-d5596cd0844c.webm,2026-09-20T19:19:26.24816+00:00
d78f9e7a-4dc9-47de-8761-f90191d4cce4,784e4cee-88a3-4a4e-b852-a53d56234c30,3319a236-7fcf-4213-9e6f-e95671495850,"That's exactly what I wanted.",POSITIVE,train,4.48,train/POSITIVE/Isinsu_Yurdunusever_20260920_211359/d78f9e7a-4dc9-47de-8761-f90191d4cce4.m4a,2026-09-20T19:19:25.877198+00:00
f0f8c41e-ca6a-43d3-82c9-d53cfb27ccfc,6342f322-6c74-4968-afe1-84d78f2790b6,41a2518c-f4d0-4460-84df-9f12db05acbd,"I can't believe this happened.",POSITIVE,test,4.1,test/POSITIVE/Matteo_20260920_211600/f0f8c41e-ca6a-43d3-82c9-d53cfb27ccfc.webm,2026-09-20T19:19:10.409891+00:00
b2c3bc91-6b5e-4b0d-ac2e-bc259128caf3,b6e70980-3bd2-4b2e-a051-4515ff9db723,9ab6753a-35c5-40af-8f62-11b85df5db41,"It looks like the meeting was moved.",NEUTRAL,train,4.29,train/NEUTRAL/Paoli_20260920_211654/b2c3bc91-6b5e-4b0d-ac2e-bc259128caf3.webm,2026-09-20T19:19:05.926355+00:00
eabace3f-0189-46e8-8718-2f11d49ff294,6342f322-6c74-4968-afe1-84d78f2790b6,14fb151e-9433-4264-a119-d42d963b3d6a,"I am so glad you called.",NEUTRAL,test,3.81,test/NEUTRAL/Matteo_20260920_211600/eabace3f-0189-46e8-8718-2f11d49ff294.webm,2026-09-20T19:18:58.419353+00:00
b2d7435f-d01d-4210-a146-4e29fcdac524,784e4cee-88a3-4a4e-b852-a53d56234c30,4d58616d-4e77-4fdd-babb-7cc22d706c73,"This is my favorite part.",NEUTRAL,train,3.69,train/NEUTRAL/Isinsu_Yurdunusever_20260920_211359/b2d7435f-d01d-4210-a146-4e29fcdac524.m4a,2026-09-20T19:18:58.08685+00:00
c61fdfab-0da9-4307-9bc4-816294db80f1,b6e70980-3bd2-4b2e-a051-4515ff9db723,fec584a5-9e28-4989-8fec-35afafee40e0,"I didn't expect that.",POSITIVE,train,3.41,train/POSITIVE/Paoli_20260920_211654/c61fdfab-0da9-4307-9bc4-816294db80f1.webm,2026-09-20T19:18:52.731407+00:00
4b22ca99-dd0b-4f69-8edb-ebfcfd0d19c4,6342f322-6c74-4968-afe1-84d78f2790b6,412c42d5-f8fc-42a8-9548-d420243daa48,"Everything is ready to go.",POSITIVE,test,4.02,test/POSITIVE/Matteo_20260920_211600/4b22ca99-dd0b-4f69-8edb-ebfcfd0d19c4.webm,2026-09-20T19:18:46.064182+00:00
f742bafa-d594-4722-8e98-72f332aeace8,784e4cee-88a3-4a4e-b852-a53d56234c30,2b38d84b-b38c-43e4-8f1e-1ae85cfc23fa,"I have no idea what you mean.",NEGATIVE,train,4.21,train/NEGATIVE/Isinsu_Yurdunusever_20260920_211359/f742bafa-d594-4722-8e98-72f332aeace8.m4a,2026-09-20T19:18:43.542986+00:00
2ec796c8-3a0b-4217-91f1-41877f010790,b6e70980-3bd2-4b2e-a051-4515ff9db723,6615aa6e-c558-4717-8b99-031cd3413203,"Could you repeat that, please?",NEGATIVE,train,3.22,train/NEGATIVE/Paoli_20260920_211654/2ec796c8-3a0b-4217-91f1-41877f010790.webm,2026-09-20T19:18:40.892768+00:00
37a20630-dbb0-4b86-bdf4-ccda0b24ac02,6342f322-6c74-4968-afe1-84d78f2790b6,ffe5be3d-4a85-4a06-8668-a71f46b5343e,"This is going to take a while.",NEGATIVE,test,3.98,test/NEGATIVE/Matteo_20260920_211600/37a20630-dbb0-4b86-bdf4-ccda0b24ac02.webm,2026-09-20T19:18:33.257948+00:00
8ab340f1-12fb-46da-98fd-5a7f7c3a7cb6,b6e70980-3bd2-4b2e-a051-4515ff9db723,2b38d84b-b38c-43e4-8f1e-1ae85cfc23fa,"I have no idea what you mean.",NEUTRAL,train,2.57,train/NEUTRAL/Paoli_20260920_211654/8ab340f1-12fb-46da-98fd-5a7f7c3a7cb6.webm,2026-09-20T19:18:21.905157+00:00
14de08e1-15c5-400c-9b4a-b4ac5acba580,6342f322-6c74-4968-afe1-84d78f2790b6,bee8f9e4-b52d-45b0-ab41-6f9eec4d6848,"I would rather not talk about it.",NEUTRAL,test,4.71,test/NEUTRAL/Matteo_20260920_211600/14de08e1-15c5-400c-9b4a-b4ac5acba580.webm,2026-09-20T19:18:19.872071+00:00
f4cb087c-1d92-403c-ab8a-2ccad927263f,b6e70980-3bd2-4b2e-a051-4515ff9db723,41a2518c-f4d0-4460-84df-9f12db05acbd,"I can't believe this happened.",POSITIVE,train,3.03,train/POSITIVE/Paoli_20260920_211654/f4cb087c-1d92-403c-ab8a-2ccad927263f.webm,2026-09-20T19:18:10.253149+00:00
38e3e9f4-518f-4870-81fb-46fe354ea8af,6342f322-6c74-4968-afe1-84d78f2790b6,82021861-ab6d-4450-9832-756afd0966bd,"Whatever, it's fine.",NEGATIVE,test,4.34,test/NEGATIVE/Matteo_20260920_211600/38e3e9f4-518f-4870-81fb-46fe354ea8af.webm,2026-09-20T19:18:05.745429+00:00
662dfadd-1af7-42bd-b4b9-7b541b31fc1b,6342f322-6c74-4968-afe1-84d78f2790b6,9ab6753a-35c5-40af-8f62-11b85df5db41,"It looks like the meeting was moved.",NEUTRAL,test,3.81,test/NEUTRAL/Matteo_20260920_211600/662dfadd-1af7-42bd-b4b9-7b541b31fc1b.webm,2026-09-20T19:17:50.683786+00:00
1b96b99f-116e-4890-af3a-c7553e21123f,b6e70980-3bd2-4b2e-a051-4515ff9db723,4d58616d-4e77-4fdd-babb-7cc22d706c73,"This is my favorite part.",NEGATIVE,train,3.05,train/NEGATIVE/Paoli_20260920_211654/1b96b99f-116e-4890-af3a-c7553e21123f.webm,2026-09-20T19:17:47.43888+00:00
793efcac-badc-4f33-bef3-92f3c0d09e95,6342f322-6c74-4968-afe1-84d78f2790b6,bc9329da-e6cf-42db-84c4-e004173d7a7c,"Why did nobody tell me?",POSITIVE,test,3.21,test/POSITIVE/Matteo_20260920_211600/793efcac-badc-4f33-bef3-92f3c0d09e95.webm,2026-09-20T19:17:37.314297+00:00
04ade7ec-4e21-4aed-8561-2274c198ca4b,784e4cee-88a3-4a4e-b852-a53d56234c30,bee8f9e4-b52d-45b0-ab41-6f9eec4d6848,"I would rather not talk about it.",NEUTRAL,train,4.39,train/NEUTRAL/Isinsu_Yurdunusever_20260920_211359/04ade7ec-4e21-4aed-8561-2274c198ca4b.m4a,2026-09-20T19:17:34.221127+00:00
6e02ce78-b738-4eac-afe9-45efee04e793,784e4cee-88a3-4a4e-b852-a53d56234c30,98352773-7005-404b-a26d-6343fc2d82dd,"We need to talk about this.",POSITIVE,train,4.32,train/POSITIVE/Isinsu_Yurdunusever_20260920_211359/6e02ce78-b738-4eac-afe9-45efee04e793.m4a,2026-09-20T19:17:17.833589+00:00
7a9a323c-5989-4aaa-b5b0-e6b606cd40cd,6342f322-6c74-4968-afe1-84d78f2790b6,9b1ab1f8-c173-4410-b169-9c360eb7b644,"It is just another normal day.",NEUTRAL,test,3.83,test/NEUTRAL/Matteo_20260920_211600/7a9a323c-5989-4aaa-b5b0-e6b606cd40cd.webm,2026-09-20T19:17:17.449311+00:00
2f2fe944-2c2f-4015-a245-03a284c5057e,784e4cee-88a3-4a4e-b852-a53d56234c30,fec584a5-9e28-4989-8fec-35afafee40e0,"I didn't expect that.",NEUTRAL,train,3.51,train/NEUTRAL/Isinsu_Yurdunusever_20260920_211359/2f2fe944-2c2f-4015-a245-03a284c5057e.m4a,2026-09-20T19:16:47.939696+00:00
eee21376-a0b0-4114-baf3-3636f923c19e,784e4cee-88a3-4a4e-b852-a53d56234c30,41a2518c-f4d0-4460-84df-9f12db05acbd,"I can't believe this happened.",NEGATIVE,train,4.27,train/NEGATIVE/Isinsu_Yurdunusever_20260920_211359/eee21376-a0b0-4114-baf3-3636f923c19e.m4a,2026-09-20T19:16:21.306679+00:00
c036d2e6-35d3-492f-833d-eb1281eca0d6,784e4cee-88a3-4a4e-b852-a53d56234c30,82021861-ab6d-4450-9832-756afd0966bd,"Whatever, it's fine.",POSITIVE,train,3.7,train/POSITIVE/Isinsu_Yurdunusever_20260920_211359/c036d2e6-35d3-492f-833d-eb1281eca0d6.m4a,2026-09-20T19:16:06.977717+00:00
d0d7c7a3-0a43-44bf-ae56-3c21481b212b,784e4cee-88a3-4a4e-b852-a53d56234c30,cabc3db3-43a3-469a-9e35-b7a06427ab9b,"I finished everything on the list.",NEUTRAL,train,4.33,train/NEUTRAL/Isinsu_Yurdunusever_20260920_211359/d0d7c7a3-0a43-44bf-ae56-3c21481b212b.m4a,2026-09-20T19:15:52.148376+00:00
676c9320-59d2-4d94-adef-5d75ae721042,784e4cee-88a3-4a4e-b852-a53d56234c30,455eebd1-d2a7-43eb-8ea6-eb6a21af9f6a,"I really appreciate your time.",NEGATIVE,train,4.54,train/NEGATIVE/Isinsu_Yurdunusever_20260920_211359/676c9320-59d2-4d94-adef-5d75ae721042.m4a,2026-09-20T19:15:35.424127+00:00
c6aa7e81-8125-476f-9143-183eeb7541a8,784e4cee-88a3-4a4e-b852-a53d56234c30,8d95f679-42eb-4350-8d6e-42d54647b052,"Thanks for helping me.",POSITIVE,train,3.87,train/POSITIVE/Isinsu_Yurdunusever_20260920_211359/c6aa7e81-8125-476f-9143-183eeb7541a8.m4a,2026-09-20T19:15:16.256798+00:00
61e76305-234e-47f3-b57f-2d1afed9efef,85c81663-69b8-4356-8cc3-bd6e6d82beaa,a23c8abc-715c-4b4a-8b1a-1ac24b36841e,"Okay, I'll do it.",NEUTRAL,validation,2.64,validation/NEUTRAL/Silvia_20260920_205051/61e76305-234e-47f3-b57f-2d1afed9efef.webm,2026-09-20T18:55:20.871638+00:00
1a49ce2d-f116-448e-92be-6f363123cba5,c72578aa-368b-4e00-946c-dc1790b8753c,a23c8abc-715c-4b4a-8b1a-1ac24b36841e,"Okay, I'll do it.",POSITIVE,train,3.03,train/POSITIVE/marco_20260920_204857/1a49ce2d-f116-448e-92be-6f363123cba5.webm,2026-09-20T18:55:16.220977+00:00
20a9ed47-2246-4644-9977-aa81245b5689,85c81663-69b8-4356-8cc3-bd6e6d82beaa,47c06b1c-eae6-4e6d-84ca-0187c98b9180,"You did a great job today.",NEGATIVE,validation,4.34,validation/NEGATIVE/Silvia_20260920_205051/20a9ed47-2246-4644-9977-aa81245b5689.webm,2026-09-20T18:55:13.163632+00:00
ab3b84a7-2a02-4a87-8e96-53256c74d527,c72578aa-368b-4e00-946c-dc1790b8753c,d22578c9-b81e-419e-82f9-63ad80935bbb,"Let us try a different approach.",NEUTRAL,train,3.24,train/NEUTRAL/marco_20260920_204857/ab3b84a7-2a02-4a87-8e96-53256c74d527.webm,2026-09-20T18:55:06.601178+00:00
c2aba504-3f4e-4fa5-94f5-08d656fdfff1,85c81663-69b8-4356-8cc3-bd6e6d82beaa,14fb151e-9433-4264-a119-d42d963b3d6a,"I am so glad you called.",POSITIVE,validation,3.04,validation/POSITIVE/Silvia_20260920_205051/c2aba504-3f4e-4fa5-94f5-08d656fdfff1.webm,2026-09-20T18:54:59.176621+00:00
8e73053e-a6b2-4466-a013-370b930a3f2b,c72578aa-368b-4e00-946c-dc1790b8753c,455eebd1-d2a7-43eb-8ea6-eb6a21af9f6a,"I really appreciate your time.",NEGATIVE,train,3.72,train/NEGATIVE/marco_20260920_204857/8e73053e-a6b2-4466-a013-370b930a3f2b.webm,2026-09-20T18:54:58.853938+00:00
8f6c49cb-0e2c-4537-9935-20a3d381a8ff,85c81663-69b8-4356-8cc3-bd6e6d82beaa,bee8f9e4-b52d-45b0-ab41-6f9eec4d6848,"I would rather not talk about it.",NEUTRAL,validation,3.48,validation/NEUTRAL/Silvia_20260920_205051/8f6c49cb-0e2c-4537-9935-20a3d381a8ff.webm,2026-09-20T18:54:51.06022+00:00
4be2a791-f9aa-4731-a1c4-ad5038e4b2a5,c72578aa-368b-4e00-946c-dc1790b8753c,184eaa85-e6e2-4cab-ba67-da23dc6605ec,"Can we discuss this tomorrow?",POSITIVE,train,2.78,train/POSITIVE/marco_20260920_204857/4be2a791-f9aa-4731-a1c4-ad5038e4b2a5.webm,2026-09-20T18:54:49.100008+00:00
988527f6-d6cd-40d7-aac5-d33ff3ce832a,85c81663-69b8-4356-8cc3-bd6e6d82beaa,41a2518c-f4d0-4460-84df-9f12db05acbd,"I can't believe this happened.",NEGATIVE,validation,3.35,validation/NEGATIVE/Silvia_20260920_205051/988527f6-d6cd-40d7-aac5-d33ff3ce832a.webm,2026-09-20T18:54:43.03714+00:00
cb6a7219-4687-4bf0-b84c-4858610ca17a,c72578aa-368b-4e00-946c-dc1790b8753c,c84ebb31-04a2-451a-a759-a3c31e33991d,"I am not sure about this plan.",NEGATIVE,train,2.81,train/NEGATIVE/marco_20260920_204857/cb6a7219-4687-4bf0-b84c-4858610ca17a.webm,2026-09-20T18:54:41.274658+00:00
23f77a37-42ab-4a7a-8f92-737849bccf1f,85c81663-69b8-4356-8cc3-bd6e6d82beaa,98352773-7005-404b-a26d-6343fc2d82dd,"We need to talk about this.",POSITIVE,validation,2.65,validation/POSITIVE/Silvia_20260920_205051/23f77a37-42ab-4a7a-8f92-737849bccf1f.webm,2026-09-20T18:54:34.824616+00:00
0c351cee-d245-458d-9ca2-35120aa9326d,c72578aa-368b-4e00-946c-dc1790b8753c,ffe5be3d-4a85-4a06-8668-a71f46b5343e,"This is going to take a while.",POSITIVE,train,2.92,train/POSITIVE/marco_20260920_204857/0c351cee-d245-458d-9ca2-35120aa9326d.webm,2026-09-20T18:54:33.893215+00:00
4f3ce8f3-d3d2-4c4d-b84e-ad4001df0d92,c72578aa-368b-4e00-946c-dc1790b8753c,fec584a5-9e28-4989-8fec-35afafee40e0,"I didn't expect that.",NEGATIVE,train,2.55,train/NEGATIVE/marco_20260920_204857/4f3ce8f3-d3d2-4c4d-b84e-ad4001df0d92.webm,2026-09-20T18:54:27.337064+00:00
fcaaa826-9cd4-48c9-92de-8b8d0fe6e7ed,85c81663-69b8-4356-8cc3-bd6e6d82beaa,5beb1685-bc33-40f2-a7bd-8907925bc6cd,"Honestly, I expected more.",NEUTRAL,validation,3.69,validation/NEUTRAL/Silvia_20260920_205051/fcaaa826-9cd4-48c9-92de-8b8d0fe6e7ed.webm,2026-09-20T18:54:26.244359+00:00
2c20e306-d8ac-420c-8466-b94c063ed064,c72578aa-368b-4e00-946c-dc1790b8753c,6615aa6e-c558-4717-8b99-031cd3413203,"Could you repeat that, please?",POSITIVE,train,2.59,train/POSITIVE/marco_20260920_204857/2c20e306-d8ac-420c-8466-b94c063ed064.webm,2026-09-20T18:54:21.361343+00:00
84c36572-00e2-4e14-8a8e-2eda75736c2b,85c81663-69b8-4356-8cc3-bd6e6d82beaa,d94b4ec3-3756-4f26-a052-6c12aa719b82,"Nothing ever goes as planned.",NEGATIVE,validation,3.3,validation/NEGATIVE/Silvia_20260920_205051/84c36572-00e2-4e14-8a8e-2eda75736c2b.webm,2026-09-20T18:54:16.102877+00:00
1ea2d4f0-ad7f-4586-82f4-4b8abfed4ae6,c72578aa-368b-4e00-946c-dc1790b8753c,bc9329da-e6cf-42db-84c4-e004173d7a7c,"Why did nobody tell me?",NEGATIVE,train,2.66,train/NEGATIVE/marco_20260920_204857/1ea2d4f0-ad7f-4586-82f4-4b8abfed4ae6.webm,2026-09-20T18:54:10.730871+00:00
08bc1088-1ff6-4bf2-ac7e-505c1773f135,85c81663-69b8-4356-8cc3-bd6e6d82beaa,c84ebb31-04a2-451a-a759-a3c31e33991d,"I am not sure about this plan.",POSITIVE,validation,3.07,validation/POSITIVE/Silvia_20260920_205051/08bc1088-1ff6-4bf2-ac7e-505c1773f135.webm,2026-09-20T18:54:07.486058+00:00
88c4131f-3008-4f0b-9491-1d3ef719be9b,c72578aa-368b-4e00-946c-dc1790b8753c,d94b4ec3-3756-4f26-a052-6c12aa719b82,"Nothing ever goes as planned.",POSITIVE,train,2.83,train/POSITIVE/marco_20260920_204857/88c4131f-3008-4f0b-9491-1d3ef719be9b.webm,2026-09-20T18:54:02.923508+00:00
245a1a68-1145-4e2a-a68b-1463d9a73042,85c81663-69b8-4356-8cc3-bd6e6d82beaa,bc9329da-e6cf-42db-84c4-e004173d7a7c,"Why did nobody tell me?",NEGATIVE,validation,3.04,validation/NEGATIVE/Silvia_20260920_205051/245a1a68-1145-4e2a-a68b-1463d9a73042.webm,2026-09-20T18:53:58.793944+00:00
37242a3b-721a-427e-b4db-0e8736722210,c72578aa-368b-4e00-946c-dc1790b8753c,5beb1685-bc33-40f2-a7bd-8907925bc6cd,"Honestly, I expected more.",NEGATIVE,train,2.9,train/NEGATIVE/marco_20260920_204857/37242a3b-721a-427e-b4db-0e8736722210.webm,2026-09-20T18:53:56.619711+00:00
11d71645-b6b6-4b8a-929e-309b414d841a,85c81663-69b8-4356-8cc3-bd6e6d82beaa,455eebd1-d2a7-43eb-8ea6-eb6a21af9f6a,"I really appreciate your time.",NEUTRAL,validation,3.06,validation/NEUTRAL/Silvia_20260920_205051/11d71645-b6b6-4b8a-929e-309b414d841a.webm,2026-09-20T18:53:50.819566+00:00
11d63707-7b8b-41f0-95fa-6eb62576c304,c72578aa-368b-4e00-946c-dc1790b8753c,bee8f9e4-b52d-45b0-ab41-6f9eec4d6848,"I would rather not talk about it.",NEUTRAL,train,2.61,train/NEUTRAL/marco_20260920_204857/11d63707-7b8b-41f0-95fa-6eb62576c304.webm,2026-09-20T18:53:49.589567+00:00
6b091d0e-a87f-4b09-87fe-29ded3a3bb2d,85c81663-69b8-4356-8cc3-bd6e6d82beaa,9b1ab1f8-c173-4410-b169-9c360eb7b644,"It is just another normal day.",POSITIVE,validation,2.51,validation/POSITIVE/Silvia_20260920_205051/6b091d0e-a87f-4b09-87fe-29ded3a3bb2d.webm,2026-09-20T18:53:42.18281+00:00
5716392e-7f50-42b9-aa4e-a12bafa83d06,c72578aa-368b-4e00-946c-dc1790b8753c,64e403c0-1c39-4aaa-bda3-91e05e8bd7fc,"I will be there in ten minutes.",NEGATIVE,train,2.2,train/NEGATIVE/marco_20260920_204857/5716392e-7f50-42b9-aa4e-a12bafa83d06.webm,2026-09-20T18:53:40.9996+00:00
c6c489df-90a7-484a-a965-b5dbece6be6f,85c81663-69b8-4356-8cc3-bd6e6d82beaa,8d95f679-42eb-4350-8d6e-42d54647b052,"Thanks for helping me.",NEGATIVE,validation,3.64,validation/NEGATIVE/Silvia_20260920_205051/c6c489df-90a7-484a-a965-b5dbece6be6f.webm,2026-09-20T18:53:29.647883+00:00
e5df8531-0530-4efb-9d2d-33a7855fd29f,85c81663-69b8-4356-8cc3-bd6e6d82beaa,6615aa6e-c558-4717-8b99-031cd3413203,"Could you repeat that, please?",NEUTRAL,validation,2.78,validation/NEUTRAL/Silvia_20260920_205051/e5df8531-0530-4efb-9d2d-33a7855fd29f.webm,2026-09-20T18:53:20.680128+00:00
cf1923d7-800b-4616-bb8f-2ede0f21c3b7,85c81663-69b8-4356-8cc3-bd6e6d82beaa,fec584a5-9e28-4989-8fec-35afafee40e0,"I didn't expect that.",NEGATIVE,validation,3.4,validation/NEGATIVE/Silvia_20260920_205051/cf1923d7-800b-4616-bb8f-2ede0f21c3b7.webm,2026-09-20T18:53:12.534138+00:00
8f3755fb-2d2e-45f6-844b-1437e5c013bf,85c81663-69b8-4356-8cc3-bd6e6d82beaa,cabc3db3-43a3-469a-9e35-b7a06427ab9b,"I finished everything on the list.",NEUTRAL,validation,3.17,validation/NEUTRAL/Silvia_20260920_205051/8f3755fb-2d2e-45f6-844b-1437e5c013bf.webm,2026-09-20T18:53:04.793054+00:00
5729074d-2058-4492-8e86-92fb21ece837,85c81663-69b8-4356-8cc3-bd6e6d82beaa,ffe5be3d-4a85-4a06-8668-a71f46b5343e,"This is going to take a while.",POSITIVE,validation,3.43,validation/POSITIVE/Silvia_20260920_205051/5729074d-2058-4492-8e86-92fb21ece837.webm,2026-09-20T18:52:53.607605+00:00
090c77bc-b67e-44eb-8b5d-11b33ce6a115,85c81663-69b8-4356-8cc3-bd6e6d82beaa,8e70643f-f0f2-4a4f-9f28-7015af0b1593,"This has been a long week.",NEUTRAL,validation,2.78,validation/NEUTRAL/Silvia_20260920_205051/090c77bc-b67e-44eb-8b5d-11b33ce6a115.webm,2026-09-20T18:52:44.42924+00:00
295f933a-8590-425b-aa16-a7e6c4e3cb2d,85c81663-69b8-4356-8cc3-bd6e6d82beaa,70d8169e-8995-48b4-99ce-9f0b0ec5732e,"Do you mind if I ask something?",POSITIVE,validation,3.4,validation/POSITIVE/Silvia_20260920_205051/295f933a-8590-425b-aa16-a7e6c4e3cb2d.webm,2026-09-20T18:52:36.719397+00:00
5ac32e29-1a0c-4644-b8f2-ff4e2cba37f7,85c81663-69b8-4356-8cc3-bd6e6d82beaa,d22578c9-b81e-419e-82f9-63ad80935bbb,"Let us try a different approach.",NEGATIVE,validation,4.21,validation/NEGATIVE/Silvia_20260920_205051/5ac32e29-1a0c-4644-b8f2-ff4e2cba37f7.webm,2026-09-20T18:52:23.340597+00:00
793ce62d-62b6-491c-92ed-277c0af2ec5b,c72578aa-368b-4e00-946c-dc1790b8753c,8d95f679-42eb-4350-8d6e-42d54647b052,"Thanks for helping me.",NEUTRAL,train,2.39,train/NEUTRAL/marco_20260920_204857/793ce62d-62b6-491c-92ed-277c0af2ec5b.webm,2026-09-20T18:50:48.666758+00:00
